"","X","dvcat","weight","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","dead"
"32",17727,1,61.6339999996,1,0,1,1,17,2001,2002,0,1,0,0,"1"
"12397",21257,0,650.276999995,0,1,0,1,35,2001,1987,2,1,0,2,"1"
"7274",10737,1,120.791999999,1,1,1,1,19,1999,1998,1,1,1,0,"1"
"1038",6408,2,47.5029999996,1,0,0,0,43,1998,1994,1,1,1,1,"1"
"12364",7551,1,16.3399999999,1,1,1,0,26,1998,1994,1,0,1,0,"1"
"381",6486,3,0,1,1,1,0,45,1998,1995,1,1,1,2,"1"
"11344",16730,1,127.234999999,0,0,1,0,31,2000,1973,2,0,0,1,"1"
"8696",8352,1,10.3779999999,1,1,0,1,71,1998,1996,1,0,1,3,"1"
"15320",7883,2,137.306999998,1,1,1,1,42,1998,1996,1,0,1,1,"1"
"6509",9423,2,57.5989999999,1,1,1,0,73,1999,1998,1,1,1,3,"1"
"744",749,1,156.065,1,1,0,0,44,1997,1993,0,1,0,1,"1"
"1194",16115,3,43.4289999995,0,0,1,1,24,2000,1984,2,1,0,3,"1"
"14549",13682,1,35.9329999997,1,1,0,1,20,2000,1996,1,1,1,2,"1"
"7017",5038,1,398.984999999,0,1,1,1,42,1998,1996,2,1,0,2,"1"
"12099",406,2,62.3159999996,1,1,0,0,23,1997,1992,1,1,1,2,"1"
"11445",16404,3,146.332999999,1,0,1,0,21,2000,1999,1,0,1,2,"1"
"14948",22129,1,861.523999996,1,1,1,0,47,2002,1992,0,1,0,1,"1"
"5877",9093,4,80.1449999996,1,0,0,1,19,1999,1999,0,1,0,3,"1"
"10235",16221,1,23.0809999998,0,1,1,1,45,2000,1991,2,1,0,3,"1"
"7226",13202,1,12.9019999999,0,1,1,1,27,2000,1988,2,0,0,0,"1"
"13788",24934,1,847.450999998,1,1,1,1,16,2002,1994,1,1,1,0,"1"
"2116",16139,2,42.4689999996,0,0,0,0,69,2000,1991,2,1,0,3,"1"
"8832",14486,4,86.2209999999,1,1,1,1,16,2000,1996,1,0,1,2,"1"
"4201",772,1,603.778999999,0,1,1,1,28,1997,1989,2,1,0,1,"1"
"8932",8031,2,3.856,0,1,1,1,23,1998,1981,2,1,0,0,"1"
"12555",25159,1,7.786,1,1,1,0,34,2002,2001,0,1,0,2,"1"
"12280",4010,2,74.3619999997,0,1,0,0,70,1998,1991,2,1,0,1,"1"
"5476",17767,1,3613.565,0,0,1,1,26,2001,1994,2,1,0,0,"1"
"2017",4866,3,33.4129999997,1,1,0,0,30,1998,1993,0,1,0,1,"1"
"1309",17188,1,22.1649999998,1,1,0,0,16,2000,1995,1,0,1,0,"1"
"7054",17425,1,189.875999998,0,1,1,0,21,2001,1980,2,0,0,1,"1"
"17517",14902,2,33.3269999996,1,1,0,0,77,2000,1996,0,0,0,3,"1"
"5398",18543,1,26.8959999999,1,0,1,1,27,2001,2000,1,1,1,2,"1"
"2660",18519,1,242.332999999,0,1,1,1,38,2001,1985,2,1,0,0,"1"
"6420",2221,2,213.881999999,0,1,0,0,17,1997,1989,2,0,0,3,"1"
"5198",6059,0,278.402999997,1,1,0,0,27,1998,1995,0,1,0,2,"1"
"12689",11863,1,18.3309999998,0,0,0,1,37,1999,1988,2,0,0,3,"1"
"10729",20316,1,1851.947,1,1,1,1,36,2001,2001,1,1,1,0,"1"
"7191",15106,1,674.456999995,1,1,1,0,25,2000,1997,1,1,1,1,"1"
"4424",1453,1,688.087999999,0,1,0,0,49,1997,1990,2,1,0,0,"1"
"13262",12363,2,2100.57599998,0,0,1,1,23,1999,1979,2,0,0,0,"1"
"13080",7279,3,31.6269999999,1,0,1,0,16,1998,1992,1,1,1,3,"1"
"16947",24325,2,291.018999997,1,1,1,0,34,2002,1995,1,1,1,3,"1"
"8035",19707,2,150.509,0,1,1,1,18,2001,1991,2,1,0,2,"1"
"903",25440,2,42.4499999997,0,1,1,0,46,2002,1991,2,1,0,3,"1"
"14565",24077,2,99.3049999997,0,0,1,1,44,2002,1986,2,0,0,1,"1"
"5975",19851,2,782.860999994,0,1,1,0,19,2001,1989,2,1,0,0,"1"
"10358",18225,2,623.544,0,1,1,1,53,2001,1986,2,1,0,1,"1"
"9310",6586,1,783.380999997,0,1,0,1,47,1998,1984,2,1,0,1,"1"
"4219",6505,2,261.830999996,1,1,1,1,31,1998,1995,1,1,1,0,"1"
"4173",12340,4,126.080999999,1,1,1,1,55,1999,1993,1,1,1,3,"1"
"11536",21778,1,2548.47599998,0,1,1,0,17,2002,1993,2,1,0,1,"1"
"11102",14608,3,86.2209999999,0,1,0,1,70,2000,1993,2,0,0,3,"1"
"3813",17665,3,651.666999996,1,0,1,1,61,2001,1994,1,1,1,5,"1"
"4145",5274,1,31.1549999998,0,1,0,1,33,1998,1990,2,1,0,3,"1"
"15157",16461,2,144.431999998,1,1,1,0,25,2000,1997,1,1,1,1,"1"
"16801",6921,1,223.013999999,0,0,0,1,56,1998,1990,2,1,0,0,"1"
"17490",18970,2,21.987,1,0,0,0,24,2001,2001,0,1,0,3,"1"
"7840",13773,1,239.979999999,0,1,0,0,20,2000,1990,2,0,0,3,"1"
"6468",5528,2,109.6,0,1,1,1,22,1998,1988,2,1,0,2,"1"
"1706",3752,2,35.4189999998,0,0,1,0,16,1997,1984,2,0,0,2,"1"
"12788",10928,2,0,1,0,1,0,17,1999,1998,1,0,1,1,"1"
"3329",15590,1,868.002999999,1,1,1,0,34,2000,1995,0,1,0,0,"1"
"7584",21752,2,492.217999998,1,1,1,1,54,2002,2000,1,1,1,2,"1"
"10396",4955,1,161.243999999,1,0,1,1,30,1998,1998,1,1,1,0,"1"
"1317",18273,1,119.041999999,1,1,0,1,40,2001,1994,1,1,1,1,"1"
"3985",7714,1,283.018999997,0,0,1,1,17,1998,1986,2,0,0,1,"1"
"10524.1",3166,4,18.5019999999,0,0,1,1,19,1997,1980,2,1,0,2,"1"
"5583",19946,2,145.361,1,1,0,1,80,2001,1998,1,1,1,2,"1"
"2053",24414,2,616.262999997,0,1,1,1,33,2002,1990,2,1,0,0,"1"
"7265",15322,1,1525.87699999,0,0,0,0,64,2000,1994,2,1,0,2,"1"
"3333",10235,1,20.8699999999,1,0,0,1,27,1999,1998,1,0,1,2,"1"
"15060",18067,1,67.9879999999,1,1,0,0,25,2001,1999,0,1,0,3,"1"
"420",3120,4,26.4129999999,1,0,0,1,55,1997,1997,1,1,1,3,"1"
"17786",20934,1,275.638999999,0,1,1,1,72,2001,1995,2,1,0,0,"1"
"13768",9048,3,95.7959999992,0,0,1,1,24,1999,1983,2,1,0,3,"1"
"13375",5450,4,27.4819999998,0,1,1,0,36,1998,1991,2,1,0,3,"1"
"16836",2845,2,5.995,0,0,0,0,40,1997,1985,2,1,0,3,"1"
"8205",10557,2,52.6849999996,1,1,0,1,25,1999,1994,1,1,1,3,"1"
"2056",25031,1,507.537999999,1,1,1,1,25,2002,1995,1,1,1,1,"1"
"5685",21432,4,6.269,1,0,0,1,21,2001,2000,0,1,0,3,"1"
"18202",8256,2,34.7719999999,1,1,1,1,28,1998,1994,1,1,1,3,"1"
"15352",18855,1,72.176,1,1,0,1,78,2001,1998,1,0,1,2,"1"
"6601",23410,2,57.7549999999,1,0,1,1,17,2002,2000,1,0,1,0,"1"
"6929",18819,2,482.202,0,0,0,0,17,2001,1990,2,0,0,0,"1"
"16882",4435,1,45.517,1,1,1,1,34,1998,1998,1,1,1,0,"1"
"17797.1",22457,2,38.9939999999,1,0,0,0,56,2002,1995,0,1,0,3,"1"
"678",5455,1,223.84,1,0,1,1,71,1998,1995,1,1,1,1,"1"
"18043",20563,2,10.7779999999,1,1,1,1,53,2001,1999,0,1,0,3,"1"
"17928",6823,3,521.200999998,1,1,1,0,27,1998,1997,1,1,1,3,"1"
"247.1",4283,3,26.3539999998,1,1,0,0,51,1998,1994,0,1,0,3,"1"
"9782",9864,1,128.902999999,1,1,1,0,17,1999,1999,1,0,1,3,"1"
"3386",15181,1,528.947999999,0,1,0,1,42,2000,1994,2,1,0,1,"1"
"2797",5993,1,527.241999999,1,1,0,0,33,1998,1994,0,1,0,2,"1"
"16033",20101,4,10.7609999999,0,1,0,1,20,2001,2001,2,0,0,1,"1"
"7613",13542,1,118.569999999,0,1,0,0,18,2000,1989,2,1,0,1,"1"
"18338",20906,2,154.959999999,1,0,0,1,58,2001,1997,0,1,0,0,"1"
"5226",2819,3,40.1519999998,0,0,1,1,19,1997,1985,2,1,0,3,"1"
"11056",24813,2,13.0049999999,0,0,1,0,45,2002,1992,2,1,0,2,"1"
"5995",23411,1,3.366,1,1,1,0,19,2002,2002,1,1,1,3,"1"
"1367",4212,1,15.5349999999,1,1,0,1,48,1998,1996,0,1,0,3,"1"
"6294",23148,4,79.7589999996,0,1,1,0,16,2002,1989,2,1,0,3,"1"
"11759",1137,2,50.5059999996,0,1,1,1,39,1997,1990,2,1,0,1,"1"
"5762",2682,2,9.5429999999,0,1,0,1,70,1997,1984,2,1,0,1,"1"
"8743",23252,2,19.2959999999,0,0,0,0,36,2002,1987,2,1,0,3,"1"
"9647",7204,1,1790.763,0,0,1,0,26,1998,1991,2,0,0,1,"1"
"9498",12218,1,884.579999998,1,1,0,1,61,1999,1999,0,1,0,1,"1"
"126",19844,1,16.2109999999,0,1,0,0,55,2001,1985,2,1,0,3,"1"
"7751",24107,1,41.8479999998,1,0,0,1,43,2002,2003,0,1,0,3,"1"
"4816",13515,1,352.530999999,0,1,0,0,36,2000,1988,2,1,0,1,"1"
"16698",2330,4,45.2549999999,0,1,1,0,34,1997,1989,2,0,0,3,"1"
"16147",4560,1,12.0989999999,0,1,1,0,78,1998,1987,2,1,0,3,"1"
"10231",2623,1,334.270999998,0,1,0,0,43,1997,1994,2,1,0,3,"1"
"13228",5192,3,21.2789999999,0,0,1,1,62,1998,1972,2,1,0,3,"1"
"16838",3778,2,85.7749999994,1,1,0,1,48,1997,1997,0,0,0,3,"1"
"12141",17422,3,59.6519999998,1,1,1,1,27,2001,1999,1,1,1,1,"1"
"10128",6546,2,746.002999999,0,1,1,1,80,1998,1984,2,1,0,3,"1"
"14334",282,1,28.727,1,1,1,0,72,1997,1992,1,1,1,3,"1"
"10689",24797,4,5.1409999999,1,1,1,0,17,2002,2001,1,1,1,3,"1"
"3320",12162,1,196.034,0,1,1,1,16,1999,1983,2,1,0,1,"1"
"17368",2636,1,757.248999998,0,1,0,1,36,1997,1985,2,1,0,3,"1"
"5320",21596,1,84.4819999998,0,0,1,1,33,2002,1988,2,1,0,3,"1"
"3573",13520,1,647.732999995,1,0,1,1,55,2000,1995,1,1,1,2,"1"
"8657",14580,2,86.2209999999,0,0,1,0,17,2000,1986,2,0,0,3,"1"
"11901",3647,2,48.5549999997,0,1,1,0,50,1997,1989,2,1,0,0,"1"
"2728",7778,2,433.281999998,0,0,1,0,35,1998,1994,2,1,0,0,"1"
"6345",25329,1,324.270999998,1,1,1,1,68,2002,1994,1,1,1,0,"1"
"13734",18135,1,429.629999999,1,1,1,1,52,2001,1996,1,1,1,2,"1"
"331",25583,2,103.238999999,1,1,1,1,19,2002,1994,1,1,1,0,"1"
"13841",17613,1,445.189999998,0,1,0,1,32,2001,1985,2,1,0,1,"1"
"17868",20252,2,42.2009999999,1,1,0,1,78,2001,1999,0,1,0,1,"1"
"15697",10461,2,224.363,0,1,0,1,21,1999,1990,2,1,0,2,"1"
"5775",9459,3,122.299,0,1,1,0,18,1999,1990,2,1,0,2,"1"
"7951",19386,2,704.877999999,0,1,1,1,23,2001,1985,2,1,0,0,"1"
"8401",6576,1,1134.205,1,1,1,0,25,1998,1995,1,1,1,0,"1"
"3048",20847,3,39.3729999997,0,1,1,1,71,2001,1992,2,1,0,3,"1"
"2376",4589,1,163.426999999,0,1,0,0,17,1998,1993,2,0,0,1,"1"
"8601",15118,1,1954.867,1,1,0,0,26,2000,1992,0,1,0,0,"1"
"6493",19837,1,736.087999999,1,0,1,1,37,2001,1996,1,1,1,2,"1"
"6134",518,2,6.589,0,0,1,1,37,1997,1986,2,0,0,2,"1"
"17115",174,1,75.1079999991,0,0,0,1,43,1997,1995,2,1,0,1,"1"
"5362",6149,3,52.4139999999,1,1,1,1,32,1998,1991,1,1,1,2,"1"
"7468",5536,2,31.1549999998,0,0,1,1,38,1998,1987,2,0,0,2,"1"
"8455",6854,2,1209.13299999,1,1,0,0,33,1998,1997,1,1,1,3,"1"
"14373",4765,1,46.923,1,1,0,1,17,1998,1993,0,1,0,0,"1"
"2027",15947,3,76.4899999993,1,1,1,1,18,2000,2000,1,1,1,0,"1"
"5944",20400,3,25.7079999999,1,1,0,0,38,2001,1996,0,1,0,3,"1"
"2938",19669,2,216.379999999,0,1,0,0,23,2001,1992,2,0,0,3,"1"
"16073",4925,1,27.3809999998,1,1,1,1,45,1998,1994,0,1,0,0,"1"
"1445",10250,1,327.650999997,0,1,1,0,17,1999,1992,2,0,0,3,"1"
"4245",2647,1,655.933999993,1,1,0,0,66,1997,1991,0,0,0,0,"1"
"993",12515,1,87.5109999999,1,1,1,1,54,1999,1997,0,1,0,0,"1"
"17531",23662,0,1839.03299999,1,1,0,0,40,2002,1996,0,1,0,0,"1"
"10079",19180,1,92.4649999999,1,0,1,1,29,2001,2000,0,0,0,0,"1"
"15224",13265,2,15.3979999999,0,1,1,1,31,2000,1992,2,1,0,0,"1"
"6159",3830,2,483.273999997,1,1,1,0,36,1997,1995,1,1,1,2,"1"
"17212",14398,1,824.919,1,1,1,0,36,2000,1997,1,1,1,0,"1"
"3635",4258,1,15.5349999999,1,1,1,0,65,1998,1996,0,1,0,3,"1"
"6664",14921,1,2048.39399999,1,1,1,1,41,2000,1998,1,1,1,1,"1"
"8708",12286,1,124.217999999,0,1,0,0,30,1999,1988,2,1,0,1,"1"
"12637",8257,2,15.213,1,0,0,0,28,1998,1998,0,1,0,3,"1"
"12391",16318,1,9.8289999999,0,1,1,1,38,2000,1991,2,1,0,3,"1"
"14590",10859,1,1044.625,0,0,1,1,29,1999,1980,2,1,0,1,"1"
"17835",5354,1,31.1549999998,1,1,1,1,38,1998,1991,1,1,1,3,"1"
"4153",19159,1,1419.66999999,1,1,1,1,25,2001,1999,1,1,1,0,"1"
"3439",17386,2,65.1139999991,1,1,1,0,28,2001,1998,1,0,1,1,"1"
"8811",22652,1,422.507999998,1,0,1,1,24,2002,1999,1,1,1,0,"1"
"6845",11713,2,17.2799999998,0,0,1,1,58,1999,1994,2,1,0,3,"1"
"7103",17697,2,20.3589999999,0,0,1,0,17,2001,1988,2,1,0,1,"1"
"9394",22824,2,265.882999998,1,1,1,0,27,2002,2001,1,1,1,0,"1"
"7570",17600,1,1171.491,0,1,0,1,18,2001,1987,2,0,0,1,"1"
"5835",2250,4,55.3299999996,0,1,1,1,31,1997,1992,2,0,0,2,"1"
"4531",16972,3,4.595,1,1,0,1,29,2000,1992,1,1,1,3,"1"
"9403",1525,1,571.112999998,1,1,1,0,34,1997,1997,0,1,0,1,"1"
"1196.1",20963,1,251.596999999,0,0,1,0,32,2001,1980,2,1,0,0,"1"
"9475",13429,2,795.174999997,0,0,1,1,43,2000,1991,2,1,0,0,"1"
"5341",4209,3,31.2209999999,1,0,1,0,41,1998,1992,1,1,1,3,"1"
"7049",23164,3,84.0129999993,0,1,1,0,26,2002,1988,2,0,0,3,"1"
"11559",10362,1,250.934999999,1,1,0,1,36,1999,1990,1,1,1,1,"1"
"15548",24114,1,456.608999997,0,0,1,1,40,2002,1976,2,1,0,3,"1"
"2365",24458,1,256.169,0,1,1,1,35,2002,1994,2,1,0,0,"1"
"6763",14470,1,1044.02999999,1,1,1,0,33,2000,1996,0,1,0,0,"1"
"6332",25414,1,1924.18799999,1,1,1,1,32,2002,2001,0,1,0,0,"1"
"12754",3576,3,4.026,1,1,1,1,77,1997,1994,1,1,1,1,"1"
"6918",21248,2,22.585,0,1,1,1,68,2001,1990,2,1,0,3,"1"
"5851",13337,3,32.4729999998,1,1,1,0,31,2000,1994,1,1,1,2,"1"
"8358",6361,1,168.714,1,1,0,1,38,1998,1996,0,1,0,1,"1"
"14702",20268,2,67.9459999995,1,1,1,0,55,2001,1999,1,0,1,1,"1"
"15709",245,1,12.3829999999,0,1,1,1,79,1997,1990,2,1,0,3,"1"
"9254",3405,1,363.354999997,0,1,1,0,23,1997,1994,2,0,0,1,"1"
"17668",22941,4,80.6619999995,0,1,1,1,32,2002,1991,2,1,0,3,"1"
"6092",8179,1,18.882,0,1,1,0,70,1998,1995,2,0,0,1,"1"
"16875",6413,1,1077.11799999,1,1,0,0,75,1998,1994,0,1,0,0,"1"
"3712",21811,2,344.121999998,1,1,1,1,21,2002,2002,1,1,1,1,"1"
"13544",25646,1,1567.08099999,1,0,1,1,20,2002,1996,1,0,1,0,"1"
"1681",4402,1,115.567,0,1,1,0,17,1998,1988,2,1,0,0,"1"
"1389",9010,1,330.127999999,0,1,1,1,21,1999,1991,2,1,0,1,"1"
"14341",21800,1,2722.375,1,1,1,0,60,2002,1994,1,1,1,1,"1"
"14800",11979,1,77.7229999993,0,1,1,0,18,1999,1987,2,1,0,3,"1"
"6604",21942,2,101.948,1,0,0,0,32,2002,1999,0,1,0,5,"1"
"15907",14866,1,27.8949999998,1,0,0,0,88,2000,1993,1,1,1,3,"1"
"16717",22221,2,20.1179999998,1,1,1,0,57,2002,2000,1,0,1,3,"1"
"5620",25778,2,110.972999999,1,1,0,1,73,2002,1996,0,1,0,3,"1"
"10732",18263,1,318.706999999,1,1,1,0,44,2001,1999,0,1,0,1,"1"
"9498.1",12218,1,884.579999998,1,1,0,1,61,1999,1999,0,1,0,1,"1"
"17083",3408,2,363.354999997,1,1,1,0,52,1997,1994,1,0,1,1,"1"
"17896",6872,1,320.731999997,1,1,1,0,56,1998,1997,1,1,1,3,"1"
"11475.1",5632,2,86.6239999998,0,1,0,0,65,1998,1995,2,0,0,3,"1"
"6084",16659,1,3098.85799998,1,1,1,0,21,2000,1999,1,1,1,1,"1"
"17374",22466,2,134.35,1,1,1,0,35,2002,1998,1,1,1,1,"1"
"12824",16687,1,126.611,0,1,1,0,17,2000,1988,2,1,0,0,"1"
"1167",9851,1,246.945999999,1,1,1,0,68,1999,1996,0,0,0,1,"1"
"5614",16672,2,11404.1889999,1,1,0,0,23,2000,1994,0,1,0,0,"1"
"17756",4398,2,29.1409999998,1,1,1,1,64,1998,1996,1,1,1,2,"1"
"8457",12096,1,40.4399999999,1,1,0,1,37,1999,1998,1,1,1,3,"1"
"3931",18034,3,52.4819999998,0,1,0,0,41,2001,1989,2,1,0,3,"1"
"6649",948,2,522.162999995,0,0,1,1,22,1997,1985,2,0,0,3,"1"
"1711",13343,3,31.5839999998,1,0,1,0,68,2000,1998,1,1,1,3,"1"
"1942",16458,3,9.8289999999,0,0,1,0,56,2000,1991,2,1,0,3,"1"
"16418",7175,1,36.2239999999,0,0,0,1,39,1998,1988,2,1,0,2,"1"
"4283",6011,2,22.0129999998,1,1,0,0,33,1998,1997,1,1,1,3,"1"
"2787",20165,1,10.588,1,0,1,1,29,2001,1994,1,1,1,1,"1"
"2468",6347,2,47.5029999996,0,1,1,1,21,1998,1991,2,1,0,3,"1"
"1534",2113,1,1233.77299999,1,1,0,0,34,1997,1995,0,1,0,0,"1"
"14606",17108,1,1875.27299999,0,1,1,0,41,2000,1991,2,1,0,1,"1"
"8623",11129,1,197.540999999,0,0,1,0,40,1999,1991,2,1,0,0,"1"
"14427",15003,1,943.117999993,0,0,1,1,50,2000,1995,2,1,0,2,"1"
"13045",10847,1,44.7379999999,0,0,1,1,29,1999,1993,2,0,0,3,"1"
"16728",11890,2,18.3309999998,0,1,1,1,22,1999,1986,2,1,0,0,"1"
"8720",14603,2,379,1,1,1,0,36,2000,1997,0,0,0,1,"1"
"1302",4528,3,22.6619999998,1,0,1,1,27,1998,1994,1,1,1,3,"1"
"16406",9626,0,425.132999998,1,1,0,1,20,1999,1994,0,1,0,0,"1"
"9022",6331,3,52.4139999999,1,1,1,1,34,1998,1998,1,1,1,2,"1"
"13215",5474,1,113.522,1,1,1,0,28,1998,1997,1,1,1,1,"1"
"14357",1689,1,163.990999999,0,1,1,1,72,1997,1988,2,1,0,1,"1"
"13945",19170,1,638.696999997,1,1,0,1,36,2001,2001,0,1,0,0,"1"
"8206",4307,1,117.268999999,0,1,0,0,17,1998,1988,2,1,0,1,"1"
"1999",6426,1,47.5029999996,0,1,0,0,16,1998,1989,2,0,0,1,"1"
"7120",7078,2,12.8089999999,1,1,1,0,49,1998,1991,1,1,1,3,"1"
"16277",3751,2,35.4189999998,0,1,1,0,55,1997,1984,2,1,0,0,"1"
"310",22718,2,21.4149999998,1,0,1,1,35,2002,1997,1,1,1,3,"1"
"7856",347,1,12.3829999999,0,1,0,1,27,1997,1992,2,1,0,3,"1"
"16683",17235,0,940.883999996,1,1,0,1,17,2000,1996,0,1,0,0,"1"
"2168",20402,2,25.7079999999,0,0,1,1,39,2001,1984,2,0,0,3,"1"
"276",2557,4,66.9899999993,0,1,1,1,21,1997,1993,2,1,0,3,"1"
"16198",843,1,138.114999998,1,0,1,0,78,1997,1994,1,1,1,3,"1"
"7574",23184,2,1655.09999999,1,1,0,1,21,2002,1993,0,1,0,0,"1"
"6586",13875,2,35.5119999996,0,1,1,1,38,2000,1982,2,1,0,3,"1"
"1939",14734,1,287.790999997,1,1,1,1,52,2000,2000,1,1,1,0,"1"
"3130",26154,3,22.4589999998,1,1,1,1,35,2002,2001,1,1,1,2,"1"
"616",11220,3,10.2159999999,0,1,1,1,35,1999,1988,2,1,0,2,"1"
"786",7040,4,9.8689999999,0,0,1,1,40,1998,1986,2,1,0,3,"1"
"16836.1",2845,2,5.995,0,0,0,0,40,1997,1985,2,1,0,3,"1"
"110",2629,1,47463.0899997,1,1,0,0,24,1997,1995,0,1,0,0,"1"
"12856",16801,1,55.98,1,1,1,0,62,2000,1999,0,1,0,3,"1"
"11773",9085,2,1990.84699999,1,0,1,1,26,1999,1998,0,1,0,1,"1"
"17472",24538,2,1347.78799999,0,0,1,0,19,2002,1985,2,0,0,2,"1"
"17942.1",21762,3,14.602,1,1,1,0,18,2002,1997,1,0,1,3,"1"
"399",13930,3,1304.698,1,1,0,0,64,2000,1999,0,1,0,0,"1"
"14471",15282,1,5919.35099995,1,1,1,0,26,2000,1997,1,1,1,0,"1"
"17497",9957,1,100.504,1,1,0,0,56,1999,1996,0,1,0,0,"1"
"14298",25716,3,68.5529999994,0,1,1,1,34,2002,1988,2,1,0,3,"1"
"2854",5660,3,86.9859999996,0,1,1,1,17,1998,1979,2,0,0,1,"1"
"6150",3604,1,94.2259999998,0,0,1,1,24,1997,1992,2,1,0,0,"1"
"16549",10421,1,1550.25999999,1,1,1,1,42,1999,1997,0,1,0,0,"1"
"12683",8762,1,183.720999999,1,1,1,0,24,1999,1998,1,1,1,1,"1"
"14720",24972,1,631.924999997,1,1,1,1,45,2002,2002,0,1,0,0,"1"
"7675",2616,1,222.001999998,0,1,0,1,22,1997,1987,2,1,0,0,"1"
"743",24544,4,14.0179999999,1,0,0,0,19,2002,1998,0,1,0,3,"1"
"15013",16644,2,186.119999999,0,1,1,1,29,2000,1991,2,0,0,1,"1"
"13200",15255,1,48.0269999998,1,1,1,1,17,2000,1995,1,1,1,1,"1"
"10646",24131,1,1,1,1,1,0,55,2002,2001,0,1,0,0,"1"
"9881",12771,2,17.8689999999,0,1,0,1,83,1999,1978,2,1,0,3,"1"
"15181",745,3,35.21,1,1,1,0,31,1997,1996,1,1,1,3,"1"
"5335",178,1,157.868999999,0,0,0,0,53,1997,1984,2,1,0,1,"1"
"9879",7625,3,53.1509999996,0,0,1,0,33,1998,1985,2,1,0,3,"1"
"2073.1",3097,3,23.4939999999,1,0,1,0,16,1997,1993,1,1,1,1,"1"
"9626",24371,1,3864.09099999,0,1,1,0,30,2002,1986,2,1,0,3,"1"
"9774",3305,1,809.912999995,1,1,1,1,81,1997,1994,1,1,1,1,"1"
"4919",6241,2,49.7679999997,0,1,1,1,42,1998,1995,2,1,0,0,"1"
"7899",15126,1,2602.204,1,1,0,0,50,2000,1993,0,0,0,0,"1"
"6472",10386,0,71.7059999993,1,1,0,0,20,1999,1995,0,1,0,0,"1"
"10474",3733,1,3.028,0,1,1,0,45,1997,1980,2,0,0,1,"1"
"10134",18143,2,20.1339999998,1,1,1,1,40,2001,1998,1,1,1,2,"1"
"13312",19693,4,409.487,0,0,1,1,42,2001,1988,2,1,0,3,"1"
"12602",14472,1,175.079999998,1,0,0,0,18,2000,1998,0,1,0,1,"1"
"14036",5141,1,97.9979999997,0,1,1,1,17,1998,1991,2,0,0,0,"1"
"5957",24727,1,216.081999998,1,1,1,1,63,2002,2000,0,0,0,0,"1"
"16796",3302,1,44.6689999998,0,0,0,1,20,1997,1989,2,1,0,1,"1"
"9859",12623,4,4.96,1,1,0,1,29,1999,2000,0,1,0,1,"1"
"12852",19673,2,564.542999998,1,1,1,0,22,2001,1999,1,1,1,3,"1"
"7190",9956,1,91.4269999992,1,1,1,1,23,1999,1995,1,1,1,3,"1"
"2355",7488,1,23.4269999999,0,0,1,1,57,1998,1987,2,0,0,3,"1"
"7169",15042,2,454.412999999,1,1,1,1,19,2000,1999,0,1,0,0,"1"
"16678",1833,2,57.2769999998,0,1,1,1,32,1997,1992,2,1,0,1,"1"
"2981.1",4180,1,348.628999997,0,1,1,1,19,1998,1988,2,1,0,0,"1"
"2942",14402,3,34.9499999997,0,1,1,1,58,2000,1989,2,1,0,2,"1"
"6487",17283,0,98.8679999998,1,1,0,0,18,2000,1999,1,1,1,0,"1"
"1693",23023,1,264.809999999,1,1,0,1,41,2002,2000,0,1,0,0,"1"
"13104",1658,2,81.9959999993,0,0,0,0,17,1997,1985,2,1,0,3,"1"
"12957",25309,3,9.026,0,1,1,1,18,2002,1993,2,0,0,0,"1"
"15679",6627,2,70.8499999996,0,1,1,1,35,1998,1984,2,1,0,3,"1"
"10038",20394,1,64.8979999991,1,1,1,0,83,2001,1999,1,0,1,5,"1"
"15792",6453,2,214.933999998,1,1,1,0,21,1998,1996,1,0,1,1,"1"
"18212",6488,1,0,1,1,1,0,17,1998,1998,1,1,1,0,"1"
"13334",5391,1,281.693,0,1,0,1,19,1998,1990,2,1,0,0,"1"
"18216",5265,1,31.1549999998,0,1,1,1,28,1998,1986,2,1,0,1,"1"
"10734",25130,2,36.406,0,0,1,1,17,2002,1994,2,1,0,3,"1"
"5975.1",19851,2,782.860999994,0,1,1,0,19,2001,1989,2,1,0,0,"1"
"17073",15127,1,2602.204,0,1,1,1,24,2000,1993,2,1,0,0,"1"
"11954",5763,4,81.517,1,0,1,1,26,1998,1995,1,1,1,3,"1"
"6723",14465,2,86.2209999999,0,1,0,0,28,2000,1985,2,1,0,1,"1"
"1303",13989,1,52.9659999995,1,1,1,1,19,2000,2000,0,1,0,0,"1"
"285",22725,1,446.865999997,1,1,0,0,29,2002,2000,0,1,0,0,"1"
"8119",11596,2,207.237,0,0,1,0,24,1999,1988,2,1,0,2,"1"
"10844",452,1,29.6549999998,0,0,1,0,19,1997,1989,2,0,0,1,"1"
"10154",10011,2,227.635,0,1,1,0,16,1999,1989,2,1,0,2,"1"
"1323",11738,1,526.590999998,1,1,0,0,43,1999,1997,0,1,0,0,"1"
"10997",573,2,690.654999994,0,0,1,1,50,1997,1985,2,1,0,2,"1"
"1117",8150,1,110.395,0,1,1,1,20,1998,1981,2,1,0,1,"1"
"13553",6956,2,20.774,0,1,1,1,23,1998,1990,2,0,0,3,"1"
"7406",8602,1,139.114999998,0,1,1,0,73,1999,1988,2,1,0,0,"1"
"11931",2008,2,51.1369999996,0,1,0,0,57,1997,1989,2,0,0,3,"1"
